Nr.,Type,bolt_num,BL,sBL,dia_1,dia_2,gear1_x,gear1_y,gear1_z,gear2_x,gear2_y,gear2_z,bolt1_x,bolt1_y,bolt1_z,bolt2_x,bolt2_y,bolt2_z,bolt3_x,bolt3_y,bolt3_z,bolt4_x,bolt4_y,bolt4_z,bolt5_x,bolt5_y,bolt5_z,euler_x,euler_y,euler_z
TypeA2_0076,2,4,6.883,0.9,4.19,5.685,2.0948,1.0,11.9803,2.043,0.5,15.023,2.62,-0.24,11.221,2.62,4.369,11.057,2.62,3.347,17.482,2.62,-1.315,16.879,0.0,0.0,0.0,2.0646,0.9218,0.4066
TypeA2_0077,2,4,6.384,0.877,3.532,5.004,1.7662,1.0,11.061,1.702,0.5,13.763,2.62,-0.297,10.547,2.62,3.359,9.653,2.62,1.252,16.611,2.62,-1.108,15.735,0.0,0.0,0.0,13.5532,4.2629,-4.9184
TypeA2_0078,2,4,7.397,1.582,4.337,6.025,2.1687,1.0,12.7177,2.212,0.5,15.93,2.62,0.527,10.794,2.62,3.934,10.907,2.62,1.914,19.258,2.62,-1.613,17.506,0.0,0.0,0.0,5.4652,-4.7977,-4.849
TypeA2_0079,2,5,6.644,0.734,4.205,6.405,2.1026,1.0,11.3714,2.403,0.5,14.774,2.62,-0.323,10.943,2.62,4.339,10.339,2.62,3.33,17.703,2.62,-1.054,17.446,2.62,-2.173,15.556,-9.4135,2.0173,-3.936
TypeA2_0080,2,3,6.658,1.307,4.121,6.247,2.0606,1.0,12.1118,2.323,0.5,15.435,2.62,-0.197,11.237,2.62,3.792,10.421,2.62,-0.483,18.451,0.0,0.0,0.0,0.0,0.0,0.0,7.5583,-2.8514,-2.3026
TypeA2_0081,2,5,7.267,1.324,4.463,6.449,2.2315,1.0,12.791,2.425,0.5,16.216,2.62,0.458,10.901,2.62,4.279,11.203,2.62,4.37,18.268,2.62,-0.757,19.055,2.62,-2.152,16.149,-4.3596,-3.0439,-3.7165
TypeA2_0082,2,5,6.283,0.831,3.795,5.943,1.8973,1.0,10.8128,2.172,0.5,13.984,2.62,-0.239,10.083,2.62,3.831,9.649,2.62,4.286,14.951,2.62,0.529,17.267,2.62,-2.19,14.525,8.9348,2.7191,-0.1638
TypeA2_0083,2,4,7.834,1.872,3.766,5.278,1.8831,1.0,13.6611,1.839,0.5,16.5,2.62,0.238,12.136,2.62,3.355,11.968,2.62,3.384,18.423,2.62,-1.276,18.352,0.0,0.0,0.0,-14.6259,-1.7095,4.208
TypeA2_0084,2,4,6.392,1.737,3.689,5.574,1.8445,1.0,11.7989,1.987,0.5,14.786,2.62,-0.122,10.803,2.62,3.896,10.991,2.62,3.075,17.191,2.62,-2.056,15.327,0.0,0.0,0.0,-5.2312,-0.1289,-2.6148
TypeA2_0085,2,4,6.922,1.54,3.871,5.134,1.9354,1.0,12.513,1.767,0.5,15.28,2.62,0.208,11.002,2.62,4.118,11.804,2.62,3.725,16.644,2.62,-1.107,17.161,0.0,0.0,0.0,-5.5584,0.9189,-0.1873
TypeA2_0086,2,3,6.79,1.197,3.881,6.023,1.9405,1.0,11.9996,2.212,0.5,15.211,2.62,0.436,10.259,2.62,4.01,10.995,2.62,-1.444,17.377,0.0,0.0,0.0,0.0,0.0,0.0,-11.8762,1.9306,-2.1034
TypeA2_0087,2,4,7.846,1.04,3.922,5.658,1.9611,1.0,12.6893,2.029,0.5,15.718,2.62,0.309,11.059,2.62,4.161,11.949,2.62,4.245,16.528,2.62,-1.85,14.668,0.0,0.0,0.0,5.2187,-3.954,4.5696
TypeA2_0088,2,5,6.726,0.822,4.302,5.809,2.1509,1.0,11.4135,2.105,0.5,14.518,2.62,-0.301,10.871,2.62,4.568,10.734,2.62,2.766,17.46,2.62,-0.463,17.232,2.62,-1.895,14.169,-14.5889,-0.843,0.8985
TypeA2_0089,2,4,6.683,1.715,3.511,5.347,1.7557,1.0,12.5025,1.873,0.5,15.376,2.62,-0.172,11.63,2.62,3.132,10.896,2.62,3.921,16.012,2.62,-2.07,15.59,0.0,0.0,0.0,-8.0038,4.8975,-0.3041
TypeA2_0090,2,5,7.826,1.98,4.036,5.078,2.0182,1.0,13.6481,1.739,0.5,16.387,2.62,0.467,11.846,2.62,4.129,12.552,2.62,3.558,18.099,2.62,1.12,19.285,2.62,-1.641,16.868,-11.5041,-1.923,-2.4892
TypeA2_0091,2,4,7.843,1.32,4.486,5.291,2.2428,1.0,12.8691,1.846,0.5,15.715,2.62,0.39,11.041,2.62,3.982,10.933,2.62,3.917,17.421,2.62,-1.555,15.503,0.0,0.0,0.0,5.3501,-3.3176,2.7962
TypeA2_0092,2,3,7.432,1.955,3.588,5.7,1.7942,1.0,13.5187,2.05,0.5,16.569,2.62,0.079,12.215,2.62,3.433,12.12,2.62,3.303,18.798,0.0,0.0,0.0,0.0,0.0,0.0,6.1772,1.4712,4.0298
TypeA2_0093,2,3,7.341,0.865,4.156,5.228,2.0778,1.0,11.8696,1.814,0.5,14.683,2.62,0.303,10.199,2.62,4.112,10.526,2.62,4.175,15.352,0.0,0.0,0.0,0.0,0.0,0.0,11.3554,-4.6692,1.1853
TypeA2_0094,2,4,6.624,1.682,4.24,5.896,2.1199,1.0,12.0146,2.148,0.5,15.163,2.62,-0.31,11.52,2.62,4.323,10.875,2.62,3.585,17.574,2.62,-0.638,17.829,0.0,0.0,0.0,11.0249,-1.9695,1.0522
TypeA2_0095,2,5,7.218,1.787,3.92,5.019,1.9599,1.0,12.8379,1.71,0.5,15.547,2.62,-0.0,11.597,2.62,4.182,12.171,2.62,2.49,18.09,2.62,0.638,18.369,2.62,-1.642,14.927,3.1917,3.3395,-0.1589
TypeA2_0096,2,4,7.482,1.11,3.563,5.487,1.7813,1.0,12.2557,1.943,0.5,15.199,2.62,0.004,11.062,2.62,3.66,11.229,2.62,3.964,16.055,2.62,-1.689,16.781,0.0,0.0,0.0,0.2077,-2.6291,1.5464
TypeA2_0097,2,4,7.1,0.93,4.228,6.064,2.1141,1.0,12.1522,2.232,0.5,15.384,2.62,-0.312,11.667,2.62,3.995,10.545,2.62,4.593,16.251,2.62,-1.752,13.933,0.0,0.0,0.0,-10.0949,-1.9441,-4.92
TypeA2_0098,2,3,6.948,0.86,3.976,5.449,1.988,1.0,11.6763,1.925,0.5,14.601,2.62,0.029,10.382,2.62,4.182,10.841,2.62,0.421,17.589,0.0,0.0,0.0,0.0,0.0,0.0,-12.4082,-1.4928,-2.7504
TypeA2_0099,2,4,7.025,0.846,3.814,5.842,1.9068,1.0,11.4773,2.121,0.5,14.598,2.62,-0.074,10.375,2.62,3.446,9.813,2.62,4.387,14.663,2.62,-2.152,14.98,0.0,0.0,0.0,-12.2512,-3.1155,-4.5017
TypeA2_0100,2,4,7.573,0.892,3.744,5.6,1.8721,1.0,12.1383,2.0,0.5,15.138,2.62,0.077,10.812,2.62,3.82,11.049,2.62,3.87,16.607,2.62,-2.051,14.66,0.0,0.0,0.0,-4.6104,-4.4775,-4.2967
TypeA2_0101,2,4,7.005,0.942,3.958,5.213,1.9791,1.0,11.7217,1.807,0.5,14.528,2.62,0.017,10.449,2.62,4.282,11.314,2.62,4.134,14.793,2.62,-1.382,16.026,0.0,0.0,0.0,4.6858,-0.1471,1.516
TypeA2_0102,2,4,7.824,1.129,3.524,5.154,1.7618,1.0,12.7902,1.777,0.5,15.567,2.62,0.125,11.44,2.62,3.526,11.611,2.62,3.234,17.429,2.62,-1.97,15.751,0.0,0.0,0.0,-4.5496,-4.6777,0.186
TypeA2_0103,2,4,7.917,1.88,4.477,5.261,2.2387,1.0,13.5214,1.831,0.5,16.352,2.62,-0.302,12.977,2.62,4.681,12.634,2.62,3.419,18.593,2.62,-0.847,18.281,0.0,0.0,0.0,5.7022,3.4772,-1.5524
TypeA2_0104,2,4,6.263,1.833,4.227,5.12,2.1135,1.0,11.7582,1.76,0.5,14.518,2.62,-0.313,11.279,2.62,4.502,11.117,2.62,3.74,16.142,2.62,-0.876,16.449,0.0,0.0,0.0,-9.2903,-3.4739,-0.2128
TypeA2_0105,2,4,7.003,1.013,4.234,5.207,2.1171,1.0,12.1406,1.804,0.5,14.944,2.62,-0.243,11.388,2.62,4.389,11.154,2.62,1.611,17.893,2.62,-1.329,13.61,0.0,0.0,0.0,-14.7627,-3.405,-2.928
TypeA2_0106,2,3,6.218,1.941,3.777,5.681,1.8884,1.0,11.7752,2.04,0.5,14.816,2.62,0.088,10.429,2.62,4.101,11.376,2.62,3.064,17.334,0.0,0.0,0.0,0.0,0.0,0.0,-11.2826,-0.0277,-2.6999
TypeA2_0107,2,5,7.356,1.249,4.245,5.338,2.1223,1.0,12.489,1.869,0.5,15.358,2.62,-0.036,11.263,2.62,4.184,11.107,2.62,2.391,18.193,2.62,0.896,18.357,2.62,-1.583,16.217,-9.6267,-2.8708,-0.9371
TypeA2_0108,2,3,6.852,1.031,4.421,6.471,2.2104,1.0,11.7814,2.435,0.5,15.217,2.62,0.074,10.352,2.62,4.739,11.322,2.62,4.565,16.941,0.0,0.0,0.0,0.0,0.0,0.0,-5.7953,-3.0845,4.5544
TypeA2_0109,2,4,6.605,1.439,4.392,5.936,2.196,1.0,12.2386,2.168,0.5,15.407,2.62,0.012,10.911,2.62,4.007,10.434,2.62,0.78,18.677,2.62,-1.693,16.646,0.0,0.0,0.0,-14.225,-4.2199,0.248
TypeA2_0110,2,4,7.417,1.579,3.792,5.736,1.896,1.0,12.9276,2.068,0.5,15.996,2.62,0.316,11.317,2.62,3.951,11.996,2.62,1.962,19.105,2.62,-2.104,15.571,0.0,0.0,0.0,-14.6478,2.2172,1.0286
TypeA2_0111,2,5,7.459,0.872,3.59,5.778,1.795,1.0,12.4321,2.089,0.5,15.521,2.62,-0.255,11.767,2.62,3.438,11.037,2.62,4.13,16.372,2.62,-1.125,17.983,2.62,-1.942,14.132,-5.6318,-1.1945,2.118
TypeA2_0112,2,4,7.967,1.124,4.338,5.844,2.1688,1.0,13.2275,2.122,0.5,16.35,2.62,0.316,11.506,2.62,4.467,12.173,2.62,3.923,18.411,2.62,-1.705,15.199,0.0,0.0,0.0,-1.1036,1.6317,-4.1594
TypeA2_0113,2,3,6.761,1.251,3.509,6.153,1.7547,1.0,11.8236,2.276,0.5,15.1,2.62,0.107,10.498,2.62,3.836,11.447,2.62,-1.344,17.655,0.0,0.0,0.0,0.0,0.0,0.0,8.0655,3.2415,1.2691
TypeA2_0114,2,5,7.678,1.06,4.151,5.283,2.0754,1.0,12.6189,1.842,0.5,15.461,2.62,-0.167,11.669,2.62,3.948,11.062,2.62,3.595,17.366,2.62,-0.488,17.89,2.62,-1.411,14.121,-1.9457,-4.0273,1.6033
TypeA2_0115,2,4,6.24,1.055,4.191,6.264,2.0955,1.0,10.942,2.332,0.5,14.274,2.62,-0.142,9.932,2.62,4.455,10.262,2.62,2.204,17.646,2.62,-1.857,12.772,0.0,0.0,0.0,4.6765,-2.9729,4.2495
TypeA2_0116,2,4,7.315,1.179,4.009,6.413,2.0045,1.0,12.5816,2.406,0.5,15.988,2.62,-0.316,12.129,2.62,3.726,10.96,2.62,2.386,19.353,2.62,-1.386,18.439,0.0,0.0,0.0,1.1561,-4.0699,-3.2035
TypeA2_0117,2,4,7.956,1.094,4.433,5.765,2.2165,1.0,12.9431,2.083,0.5,16.026,2.62,0.54,10.987,2.62,4.494,11.739,2.62,4.465,17.131,2.62,-1.802,16.426,0.0,0.0,0.0,-3.1796,2.9953,0.1789
TypeA2_0118,2,3,7.184,1.511,4.38,6.279,2.1899,1.0,12.7329,2.34,0.5,16.073,2.62,0.445,10.873,2.62,4.063,11.002,2.62,0.183,19.358,0.0,0.0,0.0,0.0,0.0,0.0,6.8941,0.0011,-1.9868
TypeA2_0119,2,4,7.655,1.697,4.177,5.665,2.0884,1.0,13.1345,2.033,0.5,16.167,2.62,-0.306,12.622,2.62,4.152,11.817,2.62,4.065,17.743,2.62,-0.94,18.453,0.0,0.0,0.0,-10.5364,4.0049,2.0734
TypeA2_0120,2,4,7.583,0.994,3.774,5.649,1.8869,1.0,12.184,2.024,0.5,15.208,2.62,0.43,10.473,2.62,3.565,10.69,2.62,2.112,18.223,2.62,-1.861,14.005,0.0,0.0,0.0,-12.2014,2.128,-1.3801
TypeA2_0121,2,3,7.818,1.991,3.825,5.147,1.9125,1.0,13.5728,1.773,0.5,16.346,2.62,-0.316,13.128,2.62,4.048,12.796,2.62,-1.73,15.621,0.0,0.0,0.0,0.0,0.0,0.0,-5.6749,0.5428,-2.8005
TypeA2_0122,2,5,6.788,1.809,4.182,5.957,2.0911,1.0,12.2651,2.178,0.5,15.443,2.62,-0.29,11.683,2.62,4.308,11.219,2.62,4.628,15.545,2.62,0.244,18.613,2.62,-1.992,14.837,-5.6563,4.0736,3.1826
TypeA2_0123,2,3,6.495,0.92,3.964,5.755,1.9819,1.0,11.2419,2.077,0.5,14.319,2.62,-0.1,10.17,2.62,4.119,10.284,2.62,3.294,16.773,0.0,0.0,0.0,0.0,0.0,0.0,5.5016,-2.4393,-0.2139
TypeA2_0124,2,4,7.219,1.396,4.19,5.105,2.0951,1.0,12.6801,1.752,0.5,15.432,2.62,0.252,11.058,2.62,4.236,11.479,2.62,3.946,16.639,2.62,-1.6,15.116,0.0,0.0,0.0,14.131,-4.5799,-3.6245
TypeA2_0125,2,3,6.501,1.742,3.699,6.289,1.8497,1.0,12.1284,2.344,0.5,15.473,2.62,0.29,10.563,2.62,3.442,10.596,2.62,0.095,18.845,0.0,0.0,0.0,0.0,0.0,0.0,3.266,2.4378,3.87
TypeA2_0126,2,3,7.733,0.797,3.973,5.573,1.9865,1.0,12.7188,1.987,0.5,15.705,2.62,0.469,10.929,2.62,4.272,12.186,2.62,1.501,18.836,0.0,0.0,0.0,0.0,0.0,0.0,12.0429,3.6185,-4.2095
TypeA2_0127,2,4,6.764,1.74,4.133,5.221,2.0666,1.0,12.6731,1.81,0.5,15.484,2.62,0.328,10.981,2.62,3.999,11.206,2.62,4.139,16.241,2.62,-1.477,14.346,0.0,0.0,0.0,10.7841,-1.5635,1.2285
TypeA2_0128,2,4,6.666,1.76,4.13,5.553,2.0651,1.0,12.2775,1.977,0.5,15.254,2.62,-0.275,11.643,2.62,3.792,10.575,2.62,2.987,17.876,2.62,-1.767,14.452,0.0,0.0,0.0,9.5747,-1.3186,2.4857
TypeA2_0129,2,5,7.187,1.651,4.065,6.442,2.0325,1.0,12.6353,2.421,0.5,16.056,2.62,0.034,11.321,2.62,4.271,11.791,2.62,4.751,16.721,2.62,0.216,19.49,2.62,-1.899,14.319,11.6856,-3.7677,3.8378
TypeA2_0130,2,5,6.313,0.995,4.409,6.438,2.2045,1.0,11.2366,2.419,0.5,14.656,2.62,-0.017,9.956,2.62,4.66,10.498,2.62,4.926,15.297,2.62,1.283,18.232,2.62,-2.172,14.514,8.7336,2.646,2.9938
TypeA2_0131,2,5,6.763,1.955,3.522,5.118,1.7608,1.0,12.5397,1.759,0.5,15.299,2.62,0.172,11.134,2.62,3.144,10.932,2.62,2.388,17.845,2.62,-1.035,17.429,2.62,-1.941,15.622,-0.4286,-1.6399,3.0012
TypeA2_0132,2,5,7.938,0.679,3.736,5.23,1.8679,1.0,12.7156,1.815,0.5,15.531,2.62,-0.237,11.985,2.62,3.789,11.587,2.62,3.82,16.66,2.62,0.388,18.427,2.62,-1.679,14.387,-3.5065,1.4941,2.3023
TypeA2_0133,2,4,6.736,1.827,4.212,5.343,2.1058,1.0,12.222,1.871,0.5,15.093,2.62,0.061,10.844,2.62,4.192,10.907,2.62,2.937,17.649,2.62,-1.567,14.127,0.0,0.0,0.0,-14.3657,-3.5931,-4.7072
TypeA2_0134,2,3,6.521,1.135,3.738,5.281,1.8689,1.0,11.546,1.84,0.5,14.386,2.62,0.376,9.891,2.62,3.905,10.639,2.62,3.974,15.136,0.0,0.0,0.0,0.0,0.0,0.0,12.8212,-4.9858,0.6921
TypeA2_0135,2,4,7.487,1.012,3.953,5.415,1.9764,1.0,12.5204,1.908,0.5,15.428,2.62,0.37,10.823,2.62,3.808,11.07,2.62,3.997,16.635,2.62,-1.35,17.168,0.0,0.0,0.0,0.8519,4.3566,-1.1444
TypeA2_0136,2,3,7.723,1.208,4.231,5.8,2.1156,1.0,12.8743,2.1,0.5,15.974,2.62,-0.308,12.369,2.62,4.499,12.204,2.62,-0.618,18.599,0.0,0.0,0.0,0.0,0.0,0.0,9.9621,2.7224,2.7795
TypeA2_0137,2,3,6.66,0.923,3.671,6.236,1.8355,1.0,11.4183,2.318,0.5,14.736,2.62,-0.163,10.51,2.62,3.879,10.615,2.62,-2.363,13.997,0.0,0.0,0.0,0.0,0.0,0.0,4.7762,4.479,-1.7306
TypeA2_0138,2,4,7.22,1.757,3.821,6.165,1.9103,1.0,13.1236,2.282,0.5,16.406,2.62,-0.282,12.532,2.62,3.819,11.894,2.62,4.545,16.636,2.62,-2.28,15.809,0.0,0.0,0.0,7.3599,2.2917,2.9552
TypeA2_0139,2,4,6.399,1.252,3.582,6.101,1.7908,1.0,11.2858,2.25,0.5,14.536,2.62,0.167,9.876,2.62,3.484,9.96,2.62,3.939,16.251,2.62,-1.765,16.546,0.0,0.0,0.0,9.0989,0.6798,2.2639
TypeA2_0140,2,4,6.279,0.645,4.251,5.928,2.1257,1.0,10.6431,2.164,0.5,13.807,2.62,-0.195,9.752,2.62,4.437,9.729,2.62,4.595,14.406,2.62,-1.387,15.728,0.0,0.0,0.0,6.1019,1.6465,-3.0916
TypeA2_0141,2,4,7.013,1.685,4.172,5.196,2.086,1.0,12.3173,1.798,0.5,15.115,2.62,-0.164,11.357,2.62,4.041,10.847,2.62,1.667,18.049,2.62,-1.289,16.571,0.0,0.0,0.0,-1.8151,-4.0741,0.9418
TypeA2_0142,2,5,6.644,1.7,4.466,6.379,2.2332,1.0,12.5003,2.39,0.5,15.89,2.62,-0.175,11.538,2.62,3.947,10.554,2.62,3.965,18.377,2.62,-0.473,18.884,2.62,-2.05,16.57,11.0257,0.6224,-0.1101
TypeA2_0143,2,4,6.476,1.132,4.454,5.809,2.2268,1.0,11.5411,2.105,0.5,14.646,2.62,0.134,10.02,2.62,4.572,10.45,2.62,4.681,14.907,2.62,-1.685,15.633,0.0,0.0,0.0,3.6481,4.387,1.5367
TypeA2_0144,2,4,7.583,1.621,4.294,6.099,2.1472,1.0,13.0733,2.249,0.5,16.323,2.62,0.289,11.39,2.62,4.436,12.05,2.62,3.348,19.083,2.62,-1.727,17.797,0.0,0.0,0.0,-13.4197,1.6207,-1.7376
TypeA2_0145,2,4,6.976,1.743,4.383,6.244,2.1914,1.0,12.3573,2.322,0.5,15.679,2.62,0.298,10.647,2.62,4.289,10.905,2.62,3.642,18.336,2.62,-1.962,14.742,0.0,0.0,0.0,4.422,2.4424,0.8823
TypeA2_0146,2,3,7.716,1.582,4.139,5.849,2.0696,1.0,13.2991,2.124,0.5,16.423,2.62,0.338,11.595,2.62,4.07,11.92,2.62,3.352,18.963,0.0,0.0,0.0,0.0,0.0,0.0,-0.1414,-0.0331,-0.0602
TypeA2_0147,2,4,6.388,1.591,3.633,5.82,1.8164,1.0,11.8172,2.11,0.5,14.927,2.62,-0.182,10.954,2.62,3.902,11.193,2.62,1.172,18.194,2.62,-2.115,13.984,0.0,0.0,0.0,-2.1305,-2.5154,2.0742
TypeA2_0148,2,4,7.609,1.936,3.983,5.454,1.9917,1.0,13.3642,1.927,0.5,16.291,2.62,-0.075,12.241,2.62,3.598,11.646,2.62,4.068,17.412,2.62,-1.748,15.349,0.0,0.0,0.0,1.6948,0.8973,-2.9188
TypeA2_0149,2,5,6.794,1.084,3.895,5.631,1.9474,1.0,11.637,2.015,0.5,14.652,2.62,-0.139,10.651,2.62,4.165,11.0,2.62,3.645,16.614,2.62,-1.238,16.748,2.62,-1.962,15.296,12.5849,-1.5885,-4.5848
TypeA2_0150,2,5,6.323,1.505,4.209,6.364,2.1046,1.0,11.5873,2.382,0.5,14.969,2.62,-0.013,10.326,2.62,4.198,10.287,2.62,2.809,18.175,2.62,1.077,18.504,2.62,-1.975,13.633,-4.4989,-2.3984,-2.4647
TypeA2_0151,2,3,7.639,1.015,4.449,6.269,2.2245,1.0,12.6537,2.335,0.5,15.988,2.62,-0.139,11.609,2.62,4.137,10.916,2.62,4.014,18.335,0.0,0.0,0.0,0.0,0.0,0.0,-1.3855,1.702,2.1023
TypeA2_0152,2,3,7.945,1.984,3.712,5.66,1.8559,1.0,14.0373,2.03,0.5,17.067,2.62,-0.192,13.19,2.62,3.346,12.398,2.62,-0.321,19.945,0.0,0.0,0.0,0.0,0.0,0.0,10.5552,-1.195,-1.2192
TypeA2_0153,2,5,6.252,0.971,4.327,5.732,2.1633,1.0,11.3123,2.066,0.5,14.378,2.62,0.329,9.579,2.62,4.148,9.755,2.62,2.757,17.288,2.62,-1.028,16.544,2.62,-1.582,15.696,12.5112,-0.9908,1.3995
TypeA2_0154,2,4,7.951,0.702,3.647,5.071,1.8233,1.0,12.5361,1.735,0.5,15.271,2.62,-0.012,11.354,2.62,3.622,11.299,2.62,3.651,16.487,2.62,-1.859,15.548,0.0,0.0,0.0,-1.023,0.9876,4.2566
TypeA2_0155,2,4,6.791,1.286,3.545,6.019,1.7725,1.0,12.2415,2.209,0.5,15.451,2.62,0.218,10.782,2.62,3.189,10.648,2.62,4.31,15.911,2.62,-1.181,18.042,0.0,0.0,0.0,-6.4143,-3.7442,-3.433
TypeA2_0156,2,3,7.708,1.198,4.017,5.835,2.0085,1.0,12.6127,2.118,0.5,15.73,2.62,-0.166,11.674,2.62,4.3,12.015,2.62,2.93,18.519,0.0,0.0,0.0,0.0,0.0,0.0,6.4392,-3.7783,3.8826
TypeA2_0157,2,4,6.825,1.871,3.635,5.418,1.8173,1.0,12.6596,1.909,0.5,15.569,2.62,0.011,11.444,2.62,3.45,11.219,2.62,3.211,17.715,2.62,-1.941,16.386,0.0,0.0,0.0,-11.2796,-3.6716,3.5737
TypeA2_0158,2,3,6.577,0.608,4.193,5.76,2.0966,1.0,10.9376,2.08,0.5,14.018,2.62,0.072,9.546,2.62,4.418,10.133,2.62,-1.564,12.496,0.0,0.0,0.0,0.0,0.0,0.0,-14.8057,0.6311,-4.2607
TypeA2_0159,2,4,7.583,1.7,3.832,5.57,1.9162,1.0,13.0637,1.985,0.5,16.049,2.62,-0.232,12.311,2.62,4.084,12.369,2.62,3.592,17.989,2.62,-2.017,16.319,0.0,0.0,0.0,-9.6659,1.7971,-3.5357
TypeA2_0160,2,3,7.068,1.6,3.53,6.44,1.7648,1.0,12.7378,2.42,0.5,16.158,2.62,-0.306,12.263,2.62,3.844,12.301,2.62,-2.436,15.04,0.0,0.0,0.0,0.0,0.0,0.0,5.009,4.5039,3.9792
TypeA2_0161,2,3,7.078,0.904,3.839,6.4,1.9195,1.0,11.6169,2.4,0.5,15.017,2.62,-0.259,10.946,2.62,3.922,10.528,2.62,0.548,18.531,0.0,0.0,0.0,0.0,0.0,0.0,-13.1773,-2.1488,-3.5599
TypeA2_0162,2,5,7.805,1.528,3.641,5.252,1.8204,1.0,13.0901,1.826,0.5,15.916,2.62,-0.018,11.918,2.62,3.845,12.28,2.62,3.977,16.333,2.62,-0.16,18.659,2.62,-1.645,14.569,-2.731,-3.2822,-1.0995
TypeA2_0163,2,4,7.026,1.644,4.155,6.319,2.0777,1.0,12.8088,2.359,0.5,16.168,2.62,0.355,11.084,2.62,3.95,11.247,2.62,4.775,16.56,2.62,-2.18,15.512,0.0,0.0,0.0,-7.6599,-1.1861,3.6311
TypeA2_0164,2,4,7.324,1.095,4.039,6.459,2.0193,1.0,12.0413,2.429,0.5,15.471,2.62,-0.282,11.436,2.62,4.024,10.76,2.62,4.075,17.646,2.62,-2.288,14.705,0.0,0.0,0.0,-12.3281,-4.0493,-3.2227
TypeA2_0165,2,4,7.854,1.743,3.996,5.17,1.9982,1.0,13.4477,1.785,0.5,16.233,2.62,-0.244,12.717,2.62,4.176,12.544,2.62,2.047,19.053,2.62,-1.745,16.116,0.0,0.0,0.0,8.6019,-1.1153,3.876
TypeA2_0166,2,3,7.974,1.365,4.337,5.692,2.1687,1.0,13.0588,2.046,0.5,16.105,2.62,-0.272,12.398,2.62,4.424,11.916,2.62,4.511,16.74,0.0,0.0,0.0,0.0,0.0,0.0,5.2555,-2.0485,-4.3464
TypeA2_0167,2,4,7.552,1.53,3.973,6.268,1.9866,1.0,12.69,2.334,0.5,16.024,2.62,0.015,11.417,2.62,3.912,11.348,2.62,4.008,18.085,2.62,-2.296,16.31,0.0,0.0,0.0,-9.4118,1.5281,-3.6901
TypeA2_0168,2,4,7.079,1.569,3.584,5.92,1.7919,1.0,12.7559,2.16,0.5,15.916,2.62,-0.17,11.871,2.62,3.287,11.208,2.62,2.261,18.984,2.62,-2.301,15.494,0.0,0.0,0.0,-10.5311,-2.536,-2.1913
TypeA2_0169,2,4,7.346,1.126,4.448,6.13,2.224,1.0,12.2302,2.265,0.5,15.495,2.62,-0.08,11.061,2.62,4.595,11.203,2.62,4.124,17.602,2.62,-1.975,15.917,0.0,0.0,0.0,-1.6758,3.0475,0.0573
TypeA2_0170,2,5,6.259,1.797,3.948,6.095,1.9739,1.0,12.2229,2.247,0.5,15.47,2.62,-0.302,11.708,2.62,4.071,11.199,2.62,4.579,15.583,2.62,0.238,18.746,2.62,-2.201,15.001,-7.9015,1.7458,-0.9627
TypeA2_0171,2,4,7.506,1.88,3.802,6.199,1.9009,1.0,13.3502,2.3,0.5,16.65,2.62,0.11,11.97,2.62,4.103,12.836,2.62,4.013,18.517,2.62,-1.595,18.818,0.0,0.0,0.0,8.1596,1.7635,-0.7946
TypeA2_0172,2,4,6.597,1.342,4.243,6.27,2.1215,1.0,11.6458,2.335,0.5,14.981,2.62,-0.249,10.911,2.62,4.246,10.364,2.62,1.9,18.428,2.62,-1.839,13.489,0.0,0.0,0.0,0.9807,-1.3214,-4.6074
TypeA2_0173,2,3,6.826,1.479,3.559,5.717,1.7797,1.0,12.1566,2.059,0.5,15.215,2.62,-0.267,11.534,2.62,3.588,11.012,2.62,-2.175,14.576,0.0,0.0,0.0,0.0,0.0,0.0,-0.1595,-2.8981,-2.7171
TypeA2_0174,2,4,6.686,1.65,3.603,5.229,1.8013,1.0,12.1664,1.815,0.5,14.981,2.62,-0.198,11.345,2.62,3.923,11.753,2.62,3.862,15.795,2.62,-1.54,16.527,0.0,0.0,0.0,-2.6545,-2.597,4.9369
TypeA2_0175,2,3,7.486,1.716,4.026,5.713,2.013,1.0,12.9999,2.057,0.5,16.056,2.62,-0.158,12.042,2.62,4.048,11.778,2.62,1.675,19.24,0.0,0.0,0.0,0.0,0.0,0.0,7.3674,-3.1866,-0.2779
TypeA2_0176,2,5,7.734,1.74,4.163,5.374,2.0816,1.0,13.6443,1.887,0.5,16.531,2.62,0.067,12.266,2.62,4.054,12.205,2.62,3.164,18.927,2.62,1.32,19.578,2.62,-1.764,16.455,14.3548,4.0166,-4.3465
TypeA2_0177,2,5,6.861,1.119,3.62,5.805,1.8098,1.0,11.7106,2.103,0.5,14.813,2.62,0.096,10.38,2.62,3.323,10.155,2.62,3.07,17.343,2.62,-1.073,17.324,2.62,-2.253,14.837,-13.3352,3.1986,0.5817
TypeA2_0178,2,4,7.908,1.911,4.024,6.1,2.012,1.0,13.8017,2.25,0.5,17.052,2.62,0.169,12.308,2.62,3.558,12.002,2.62,1.607,20.439,2.62,-0.919,19.714,0.0,0.0,0.0,-14.5473,1.2833,1.7425
TypeA2_0179,2,4,7.698,1.72,4.48,6.307,2.2401,1.0,13.2125,2.354,0.5,16.566,2.62,0.263,11.524,2.62,4.612,12.148,2.62,3.444,19.452,2.62,-2.047,16.995,0.0,0.0,0.0,-6.6193,-4.418,-4.3469
